hour,heating_c,cooling_c,reason
6214,22.0,24.0,verified autonomous action
6215,22.0,24.0,verified autonomous action
6216,22.0,24.0,verified autonomous action
6217,22.0,24.0,verified autonomous action
6218,22.0,24.0,verified autonomous action
6219,22.0,24.0,verified autonomous action
6220,22.0,24.0,verified autonomous action
6221,22.0,24.0,verified autonomous action
6222,16.7,29.4,verified autonomous action
6223,16.7,29.4,verified autonomous action
6224,16.7,29.4,verified autonomous action
6225,16.7,29.4,verified autonomous action
6226,16.7,29.4,verified autonomous action
6227,16.7,29.4,verified autonomous action
6228,16.7,29.4,verified autonomous action
6229,16.7,29.4,verified autonomous action
6230,16.7,29.4,verified autonomous action
6231,16.7,29.4,verified autonomous action
6232,22.0,24.0,verified autonomous action
6233,22.0,24.0,verified autonomous action
6234,22.0,24.0,verified autonomous action
6235,22.0,24.0,verified autonomous action
6236,22.0,24.0,verified autonomous action
6237,22.0,24.0,verified autonomous action
6238,22.0,24.0,verified autonomous action
6239,22.0,24.0,verified autonomous action
6240,22.0,24.0,verified autonomous action
6241,22.0,24.0,verified autonomous action
6242,22.0,24.0,verified autonomous action
6243,22.0,24.0,verified autonomous action
6244,22.0,24.0,verified autonomous action
6245,22.0,24.0,verified autonomous action
6246,16.7,29.4,verified autonomous action
6247,16.7,29.4,verified autonomous action
6248,16.7,29.4,verified autonomous action
6249,16.7,29.4,verified autonomous action
6250,16.7,29.4,verified autonomous action
6251,16.7,29.4,verified autonomous action
6252,16.7,29.4,verified autonomous action
6253,16.7,29.4,verified autonomous action
6254,16.7,29.4,verified autonomous action
6255,16.7,29.4,verified autonomous action
6256,22.0,24.0,verified autonomous action
6257,22.0,24.0,verified autonomous action
6258,22.0,24.0,verified autonomous action
6259,22.0,24.0,verified autonomous action
6260,22.0,24.0,verified autonomous action
6261,22.0,24.0,verified autonomous action
6262,22.0,24.0,verified autonomous action
6263,22.0,24.0,verified autonomous action
6264,22.0,24.0,verified autonomous action
6265,22.0,24.0,verified autonomous action
6266,22.0,24.0,verified autonomous action
6267,22.0,24.0,verified autonomous action
6268,22.0,24.0,verified autonomous action
6269,22.0,24.0,verified autonomous action
6270,16.7,29.4,verified autonomous action
6271,16.7,29.4,verified autonomous action
6272,16.7,29.4,verified autonomous action
6273,16.7,29.4,verified autonomous action
6274,16.7,29.4,verified autonomous action
6275,16.7,29.4,verified autonomous action
6276,16.7,29.4,verified autonomous action
6277,16.7,29.4,verified autonomous action
6278,16.7,29.4,verified autonomous action
6279,16.7,29.4,verified autonomous action
6280,22.0,24.0,verified autonomous action
6281,22.0,24.0,verified autonomous action
6282,22.0,24.0,verified autonomous action
6283,22.0,24.0,verified autonomous action
6284,22.0,24.0,verified autonomous action
6285,22.0,24.0,verified autonomous action
6286,22.0,24.0,verified autonomous action
6287,22.0,24.0,verified autonomous action
6288,22.0,24.0,verified autonomous action
6289,22.0,24.0,verified autonomous action
6290,22.0,24.0,verified autonomous action
6291,22.0,24.0,verified autonomous action
6292,22.0,24.0,verified autonomous action
6293,22.0,24.0,verified autonomous action
6294,16.7,29.4,verified autonomous action
6295,16.7,29.4,verified autonomous action
6296,16.7,29.4,verified autonomous action
6297,16.7,29.4,verified autonomous action
6298,16.7,29.4,verified autonomous action
6299,16.7,29.4,verified autonomous action
6300,16.7,29.4,verified autonomous action
6301,16.7,29.4,verified autonomous action
6302,16.7,29.4,verified autonomous action
6303,16.7,29.4,verified autonomous action
6304,16.7,29.4,verified autonomous action
6305,16.7,29.4,verified autonomous action
6306,16.7,29.4,verified autonomous action
6307,16.7,29.4,verified autonomous action
6308,16.7,29.4,verified autonomous action
6309,16.7,29.4,verified autonomous action
6310,16.7,29.4,verified autonomous action
6311,16.7,29.4,verified autonomous action
6312,16.7,29.4,verified autonomous action
6313,16.7,29.4,verified autonomous action
6314,16.7,29.4,verified autonomous action
6315,16.7,29.4,verified autonomous action
6316,16.7,29.4,verified autonomous action
6317,16.7,29.4,verified autonomous action
6318,16.7,29.4,verified autonomous action
6319,16.7,29.4,verified autonomous action
6320,16.7,29.4,verified autonomous action
6321,16.7,29.4,verified autonomous action
6322,16.7,29.4,verified autonomous action
6323,16.7,29.4,verified autonomous action
6324,16.7,29.4,verified autonomous action
6325,16.7,29.4,verified autonomous action
6326,16.7,29.4,verified autonomous action
6327,16.7,29.4,verified autonomous action
6328,16.7,29.4,verified autonomous action
6329,16.7,29.4,verified autonomous action
6330,16.7,29.4,verified autonomous action
6331,16.7,29.4,verified autonomous action
6332,16.7,29.4,verified autonomous action
6333,16.7,29.4,verified autonomous action
6334,16.7,29.4,verified autonomous action
6335,16.7,29.4,verified autonomous action
6336,16.7,29.4,verified autonomous action
6337,16.7,29.4,verified autonomous action
6338,16.7,29.4,verified autonomous action
6339,16.7,29.4,verified autonomous action
6340,16.7,29.4,verified autonomous action
6341,16.7,29.4,verified autonomous action
6342,16.7,29.4,verified autonomous action
6343,16.7,29.4,verified autonomous action
6344,16.7,29.4,verified autonomous action
6345,16.7,29.4,verified autonomous action
6346,16.7,29.4,verified autonomous action
6347,16.7,29.4,verified autonomous action
6348,16.7,29.4,verified autonomous action
6349,16.7,29.4,verified autonomous action
6350,16.7,29.4,verified autonomous action
6351,16.7,29.4,verified autonomous action
6352,22.0,24.0,verified autonomous action
6353,22.0,24.0,verified autonomous action
6354,22.0,24.0,verified autonomous action
6355,22.0,24.0,verified autonomous action
6356,22.0,24.0,verified autonomous action
6357,22.0,24.0,verified autonomous action
6358,22.0,24.0,verified autonomous action
6359,22.0,24.0,verified autonomous action
6360,22.0,24.0,verified autonomous action
6361,22.0,24.0,verified autonomous action
6362,22.0,24.0,verified autonomous action
6363,22.0,24.0,verified autonomous action
6364,22.0,24.0,verified autonomous action
6365,22.0,24.0,verified autonomous action
6366,16.7,29.4,verified autonomous action
6367,16.7,29.4,verified autonomous action
6368,16.7,29.4,verified autonomous action
6369,16.7,29.4,verified autonomous action
6370,16.7,29.4,verified autonomous action
6371,16.7,29.4,verified autonomous action
6372,16.7,29.4,verified autonomous action
6373,16.7,29.4,verified autonomous action
6374,16.7,29.4,verified autonomous action
6375,16.7,29.4,verified autonomous action
6376,16.7,29.4,verified autonomous action
6377,22.0,24.0,verified autonomous action
6378,22.0,24.0,verified autonomous action
6379,22.0,24.0,verified autonomous action
6380,22.0,24.0,verified autonomous action
6381,22.0,24.0,verified autonomous action
6382,22.0,24.0,verified autonomous action
6383,22.0,24.0,verified autonomous action
6384,22.0,24.0,verified autonomous action
6385,22.0,24.0,verified autonomous action
6386,22.0,24.0,verified autonomous action
6387,22.0,24.0,verified autonomous action
6388,22.0,24.0,verified autonomous action
6389,22.0,24.0,verified autonomous action
6390,22.0,24.0,verified autonomous action
6391,16.7,29.4,verified autonomous action
6392,16.7,29.4,verified autonomous action
6393,16.7,29.4,verified autonomous action
6394,16.7,29.4,verified autonomous action
6395,16.7,29.4,verified autonomous action
6396,16.7,29.4,verified autonomous action
6397,16.7,29.4,verified autonomous action
6398,16.7,29.4,verified autonomous action
6399,16.7,29.4,verified autonomous action
6400,16.7,29.4,verified autonomous action
6401,22.0,24.0,verified autonomous action
6402,22.0,24.0,verified autonomous action
6403,22.0,24.0,verified autonomous action
6404,22.0,24.0,verified autonomous action
6405,22.0,24.0,verified autonomous action
6406,22.0,24.0,verified autonomous action
6407,22.0,24.0,verified autonomous action
6408,22.0,24.0,verified autonomous action
6409,22.0,24.0,verified autonomous action
6410,22.0,24.0,verified autonomous action
6411,22.0,24.0,verified autonomous action
6412,22.0,24.0,verified autonomous action
6413,22.0,24.0,verified autonomous action
6414,22.0,24.0,verified autonomous action
6415,16.7,29.4,verified autonomous action
6416,16.7,29.4,verified autonomous action
6417,16.7,29.4,verified autonomous action
6418,16.7,29.4,verified autonomous action
6419,16.7,29.4,verified autonomous action
6420,16.7,29.4,verified autonomous action
6421,16.7,29.4,verified autonomous action
6422,16.7,29.4,verified autonomous action
6423,16.7,29.4,verified autonomous action
6424,16.7,29.4,verified autonomous action
6425,22.0,24.0,verified autonomous action
6426,22.0,24.0,verified autonomous action
6427,22.0,24.0,verified autonomous action
6428,22.0,24.0,verified autonomous action
6429,22.0,24.0,verified autonomous action
6430,22.0,24.0,verified autonomous action
6431,22.0,24.0,verified autonomous action
6432,22.0,24.0,verified autonomous action
6433,22.0,24.0,verified autonomous action
6434,22.0,24.0,verified autonomous action
6435,22.0,24.0,verified autonomous action
6436,22.0,24.0,verified autonomous action
6437,22.0,24.0,verified autonomous action
6438,22.0,24.0,verified autonomous action
6439,16.7,29.4,verified autonomous action
6440,16.7,29.4,verified autonomous action
6441,16.7,29.4,verified autonomous action
6442,16.7,29.4,verified autonomous action
6443,16.7,29.4,verified autonomous action
6444,16.7,29.4,verified autonomous action
6445,16.7,29.4,verified autonomous action
6446,16.7,29.4,verified autonomous action
6447,16.7,29.4,verified autonomous action
6448,16.7,29.4,verified autonomous action
6449,22.0,24.0,verified autonomous action
6450,22.0,24.0,verified autonomous action
6451,22.0,24.0,verified autonomous action
6452,22.0,24.0,verified autonomous action
6453,22.0,24.0,verified autonomous action
6454,22.0,24.0,verified autonomous action
6455,22.0,24.0,verified autonomous action
6456,22.0,24.0,verified autonomous action
6457,22.0,24.0,verified autonomous action
6458,22.0,24.0,verified autonomous action
6459,22.0,24.0,verified autonomous action
6460,22.0,24.0,verified autonomous action
6461,22.0,24.0,verified autonomous action
6462,22.0,24.0,verified autonomous action
6463,16.7,29.4,verified autonomous action
6464,16.7,29.4,verified autonomous action
6465,16.7,29.4,verified autonomous action
6466,16.7,29.4,verified autonomous action
6467,16.7,29.4,verified autonomous action
6468,16.7,29.4,verified autonomous action
6469,16.7,29.4,verified autonomous action
6470,16.7,29.4,verified autonomous action
6471,16.7,29.4,verified autonomous action
6472,16.7,29.4,verified autonomous action
6473,16.7,29.4,verified autonomous action
6474,16.7,29.4,verified autonomous action
6475,16.7,29.4,verified autonomous action
6476,16.7,29.4,verified autonomous action
6477,16.7,29.4,verified autonomous action
6478,16.7,29.4,verified autonomous action
6479,16.7,29.4,verified autonomous action
6480,16.7,29.4,verified autonomous action
6481,16.7,29.4,verified autonomous action
6482,16.7,29.4,verified autonomous action
6483,16.7,29.4,verified autonomous action
6484,16.7,29.4,verified autonomous action
6485,16.7,29.4,verified autonomous action
6486,16.7,29.4,verified autonomous action
6487,16.7,29.4,verified autonomous action
6488,16.7,29.4,verified autonomous action
6489,16.7,29.4,verified autonomous action
6490,16.7,29.4,verified autonomous action
6491,16.7,29.4,verified autonomous action
6492,16.7,29.4,verified autonomous action
6493,16.7,29.4,verified autonomous action
6494,16.7,29.4,verified autonomous action
6495,16.7,29.4,verified autonomous action
6496,16.7,29.4,verified autonomous action
6497,16.7,29.4,verified autonomous action
6498,16.7,29.4,verified autonomous action
6499,16.7,29.4,verified autonomous action
6500,16.7,29.4,verified autonomous action
6501,16.7,29.4,verified autonomous action
6502,16.7,29.4,verified autonomous action
6503,16.7,29.4,verified autonomous action
6504,16.7,29.4,verified autonomous action
6505,16.7,29.4,verified autonomous action
6506,16.7,29.4,verified autonomous action
6507,16.7,29.4,verified autonomous action
6508,16.7,29.4,verified autonomous action
6509,16.7,29.4,verified autonomous action
6510,16.7,29.4,verified autonomous action
6511,16.7,29.4,verified autonomous action
6512,16.7,29.4,verified autonomous action
6513,16.7,29.4,verified autonomous action
6514,16.7,29.4,verified autonomous action
6515,16.7,29.4,verified autonomous action
6516,16.7,29.4,verified autonomous action
6517,16.7,29.4,verified autonomous action
6518,16.7,29.4,verified autonomous action
6519,16.7,29.4,verified autonomous action
6520,16.7,29.4,verified autonomous action
6521,22.0,24.0,verified autonomous action
6522,22.0,24.0,verified autonomous action
6523,22.0,24.0,verified autonomous action
6524,22.0,24.0,verified autonomous action
6525,22.0,24.0,verified autonomous action
6526,22.0,24.0,verified autonomous action
6527,22.0,24.0,verified autonomous action
6528,22.0,24.0,verified autonomous action
6529,22.0,24.0,verified autonomous action
6530,22.0,24.0,verified autonomous action
6531,22.0,24.0,verified autonomous action
6532,22.0,24.0,verified autonomous action
6533,22.0,24.0,verified autonomous action
6534,22.0,24.0,verified autonomous action
6535,16.7,29.4,verified autonomous action
6536,16.7,29.4,verified autonomous action
6537,16.7,29.4,verified autonomous action
6538,16.7,29.4,verified autonomous action
6539,16.7,29.4,verified autonomous action
6540,16.7,29.4,verified autonomous action
6541,16.7,29.4,verified autonomous action
6542,16.7,29.4,verified autonomous action
6543,16.7,29.4,verified autonomous action
6544,16.7,29.4,verified autonomous action
6545,16.7,29.4,verified autonomous action
6546,22.0,24.0,verified autonomous action
6547,22.0,24.0,verified autonomous action
6548,22.0,24.0,verified autonomous action
6549,22.0,24.0,verified autonomous action
6550,22.0,24.0,verified autonomous action
6551,22.0,24.0,verified autonomous action
6552,22.0,24.0,verified autonomous action
6553,22.0,24.0,verified autonomous action
6554,22.0,24.0,verified autonomous action
6555,22.0,24.0,verified autonomous action
6556,22.0,24.0,verified autonomous action
6557,22.0,24.0,verified autonomous action
6558,22.0,24.0,verified autonomous action
6559,22.0,24.0,verified autonomous action
6560,16.7,29.4,verified autonomous action
6561,16.7,29.4,verified autonomous action
6562,16.7,29.4,verified autonomous action
6563,16.7,29.4,verified autonomous action
6564,16.7,29.4,verified autonomous action
6565,16.7,29.4,verified autonomous action
6566,16.7,29.4,verified autonomous action
6567,16.7,29.4,verified autonomous action
6568,16.7,29.4,verified autonomous action
6569,16.7,29.4,verified autonomous action
6570,22.0,24.0,verified autonomous action
6571,22.0,24.0,verified autonomous action
6572,22.0,24.0,verified autonomous action
6573,22.0,24.0,verified autonomous action
6574,22.0,24.0,verified autonomous action
6575,22.0,24.0,verified autonomous action
6576,22.0,24.0,verified autonomous action
6577,22.0,24.0,verified autonomous action
6578,22.0,24.0,verified autonomous action
6579,22.0,24.0,verified autonomous action
6580,22.0,24.0,verified autonomous action
6581,22.0,24.0,verified autonomous action
6582,22.0,24.0,verified autonomous action
6583,22.0,24.0,verified autonomous action
6584,16.7,29.4,verified autonomous action
6585,16.7,29.4,verified autonomous action
6586,16.7,29.4,verified autonomous action
6587,16.7,29.4,verified autonomous action
6588,16.7,29.4,verified autonomous action
6589,16.7,29.4,verified autonomous action
6590,16.7,29.4,verified autonomous action
6591,16.7,29.4,verified autonomous action
6592,16.7,29.4,verified autonomous action
6593,16.7,29.4,verified autonomous action
6594,22.0,24.0,verified autonomous action
6595,22.0,24.0,verified autonomous action
6596,22.0,24.0,verified autonomous action
6597,22.0,24.0,verified autonomous action
6598,22.0,24.0,verified autonomous action
6599,22.0,24.0,verified autonomous action
6600,22.0,24.0,verified autonomous action
6601,22.0,24.0,verified autonomous action
6602,22.0,24.0,verified autonomous action
6603,22.0,24.0,verified autonomous action
6604,22.0,24.0,verified autonomous action
6605,22.0,24.0,verified autonomous action
6606,22.0,24.0,verified autonomous action
6607,22.0,24.0,verified autonomous action
6608,16.7,29.4,verified autonomous action
6609,16.7,29.4,verified autonomous action
6610,16.7,29.4,verified autonomous action
6611,16.7,29.4,verified autonomous action
6612,16.7,29.4,verified autonomous action
6613,16.7,29.4,verified autonomous action
6614,16.7,29.4,verified autonomous action
6615,16.7,29.4,verified autonomous action
6616,16.7,29.4,verified autonomous action
6617,16.7,29.4,verified autonomous action
6618,22.0,24.0,verified autonomous action
6619,22.0,24.0,verified autonomous action
6620,22.0,24.0,verified autonomous action
6621,22.0,24.0,verified autonomous action
6622,22.0,24.0,verified autonomous action
6623,22.0,24.0,verified autonomous action
6624,22.0,24.0,verified autonomous action
6625,22.0,24.0,verified autonomous action
6626,22.0,24.0,verified autonomous action
6627,22.0,24.0,verified autonomous action
6628,22.0,24.0,verified autonomous action
6629,22.0,24.0,verified autonomous action
6630,22.0,24.0,verified autonomous action
6631,22.0,24.0,verified autonomous action
6632,16.7,29.4,verified autonomous action
6633,16.7,29.4,verified autonomous action
6634,16.7,29.4,verified autonomous action
6635,16.7,29.4,verified autonomous action
6636,16.7,29.4,verified autonomous action
6637,16.7,29.4,verified autonomous action
6638,16.7,29.4,verified autonomous action
6639,16.7,29.4,verified autonomous action
6640,16.7,29.4,verified autonomous action
6641,16.7,29.4,verified autonomous action
6642,16.7,29.4,verified autonomous action
6643,16.7,29.4,verified autonomous action
6644,16.7,29.4,verified autonomous action
6645,16.7,29.4,verified autonomous action
6646,16.7,29.4,verified autonomous action
6647,16.7,29.4,verified autonomous action
6648,16.7,29.4,verified autonomous action
6649,16.7,29.4,verified autonomous action
6650,16.7,29.4,verified autonomous action
6651,16.7,29.4,verified autonomous action
6652,16.7,29.4,verified autonomous action
6653,16.7,29.4,verified autonomous action
6654,16.7,29.4,verified autonomous action
6655,16.7,29.4,verified autonomous action
6656,16.7,29.4,verified autonomous action
6657,16.7,29.4,verified autonomous action
6658,16.7,29.4,verified autonomous action
6659,16.7,29.4,verified autonomous action
6660,16.7,29.4,verified autonomous action
6661,16.7,29.4,verified autonomous action
6662,16.7,29.4,verified autonomous action
6663,16.7,29.4,verified autonomous action
6664,16.7,29.4,verified autonomous action
6665,16.7,29.4,verified autonomous action
6666,16.7,29.4,verified autonomous action
6667,16.7,29.4,verified autonomous action
6668,16.7,29.4,verified autonomous action
6669,16.7,29.4,verified autonomous action
6670,16.7,29.4,verified autonomous action
6671,16.7,29.4,verified autonomous action
6672,16.7,29.4,verified autonomous action
6673,16.7,29.4,verified autonomous action
6674,16.7,29.4,verified autonomous action
6675,16.7,29.4,verified autonomous action
6676,16.7,29.4,verified autonomous action
6677,16.7,29.4,verified autonomous action
6678,16.7,29.4,verified autonomous action
6679,16.7,29.4,verified autonomous action
6680,16.7,29.4,verified autonomous action
6681,16.7,29.4,verified autonomous action
6682,16.7,29.4,verified autonomous action
6683,16.7,29.4,verified autonomous action
6684,16.7,29.4,verified autonomous action
6685,16.7,29.4,verified autonomous action
6686,16.7,29.4,verified autonomous action
6687,16.7,29.4,verified autonomous action
6688,16.7,29.4,verified autonomous action
6689,16.7,29.4,verified autonomous action
6690,22.0,24.0,verified autonomous action
6691,22.0,24.0,verified autonomous action
6692,22.0,24.0,verified autonomous action
6693,22.0,24.0,verified autonomous action
6694,22.0,24.0,verified autonomous action
6695,22.0,24.0,verified autonomous action
6696,22.0,24.0,verified autonomous action
6697,22.0,24.0,verified autonomous action
6698,22.0,24.0,verified autonomous action
6699,22.0,24.0,verified autonomous action
6700,22.0,24.0,verified autonomous action
6701,22.0,24.0,verified autonomous action
6702,22.0,24.0,verified autonomous action
6703,22.0,24.0,verified autonomous action
6704,16.7,29.4,verified autonomous action
6705,16.7,29.4,verified autonomous action
6706,16.7,29.4,verified autonomous action
6707,16.7,29.4,verified autonomous action
6708,16.7,29.4,verified autonomous action
6709,16.7,29.4,verified autonomous action
6710,16.7,29.4,verified autonomous action
6711,16.7,29.4,verified autonomous action
6712,16.7,29.4,verified autonomous action
6713,16.7,29.4,verified autonomous action
6714,16.7,29.4,verified autonomous action
6715,22.0,24.0,verified autonomous action
6716,22.0,24.0,verified autonomous action
6717,22.0,24.0,verified autonomous action
6718,22.0,24.0,verified autonomous action
6719,22.0,24.0,verified autonomous action
6720,22.0,24.0,verified autonomous action
6721,22.0,24.0,verified autonomous action
6722,22.0,24.0,verified autonomous action
6723,22.0,24.0,verified autonomous action
6724,22.0,24.0,verified autonomous action
6725,22.0,24.0,verified autonomous action
6726,22.0,24.0,verified autonomous action
6727,22.0,24.0,verified autonomous action
6728,22.0,24.0,verified autonomous action
6729,16.7,29.4,verified autonomous action
6730,16.7,29.4,verified autonomous action
6731,16.7,29.4,verified autonomous action
6732,16.7,29.4,verified autonomous action
6733,16.7,29.4,verified autonomous action
6734,16.7,29.4,verified autonomous action
6735,16.7,29.4,verified autonomous action
6736,16.7,29.4,verified autonomous action
6737,16.7,29.4,verified autonomous action
6738,16.7,29.4,verified autonomous action
6739,22.0,24.0,verified autonomous action
6740,22.0,24.0,verified autonomous action
6741,22.0,24.0,verified autonomous action
6742,22.0,24.0,verified autonomous action
6743,22.0,24.0,verified autonomous action
6744,22.0,24.0,verified autonomous action
6745,22.0,24.0,verified autonomous action
6746,22.0,24.0,verified autonomous action
6747,22.0,24.0,verified autonomous action
6748,22.0,24.0,verified autonomous action
6749,22.0,24.0,verified autonomous action
6750,22.0,24.0,verified autonomous action
6751,22.0,24.0,verified autonomous action
6752,22.0,24.0,verified autonomous action
6753,16.7,29.4,verified autonomous action
6754,16.7,29.4,verified autonomous action
6755,16.7,29.4,verified autonomous action
6756,16.7,29.4,verified autonomous action
6757,16.7,29.4,verified autonomous action
6758,16.7,29.4,verified autonomous action
6759,16.7,29.4,verified autonomous action
6760,16.7,29.4,verified autonomous action
6761,16.7,29.4,verified autonomous action
6762,16.7,29.4,verified autonomous action
6763,22.0,24.0,verified autonomous action
6764,22.0,24.0,verified autonomous action
6765,22.0,24.0,verified autonomous action
6766,22.0,24.0,verified autonomous action
6767,22.0,24.0,verified autonomous action
6768,22.0,24.0,verified autonomous action
6769,22.0,24.0,verified autonomous action
6770,22.0,24.0,verified autonomous action
6771,22.0,24.0,verified autonomous action
6772,22.0,24.0,verified autonomous action
6773,22.0,24.0,verified autonomous action
6774,22.0,24.0,verified autonomous action
6775,22.0,24.0,verified autonomous action
6776,22.0,24.0,verified autonomous action
6777,16.7,29.4,verified autonomous action
6778,16.7,29.4,verified autonomous action
6779,16.7,29.4,verified autonomous action
6780,16.7,29.4,verified autonomous action
6781,16.7,29.4,verified autonomous action
6782,16.7,29.4,verified autonomous action
6783,16.7,29.4,verified autonomous action
6784,16.7,29.4,verified autonomous action
6785,16.7,29.4,verified autonomous action
6786,16.7,29.4,verified autonomous action
6787,22.0,24.0,verified autonomous action
6788,22.0,24.0,verified autonomous action
6789,22.0,24.0,verified autonomous action
6790,22.0,24.0,verified autonomous action
6791,22.0,24.0,verified autonomous action
6792,22.0,24.0,verified autonomous action
6793,22.0,24.0,verified autonomous action
6794,22.0,24.0,verified autonomous action
6795,22.0,24.0,verified autonomous action
6796,22.0,24.0,verified autonomous action
6797,22.0,24.0,verified autonomous action
6798,22.0,24.0,verified autonomous action
6799,22.0,24.0,verified autonomous action
6800,22.0,24.0,verified autonomous action
6801,16.7,29.4,verified autonomous action
6802,16.7,29.4,verified autonomous action
6803,16.7,29.4,verified autonomous action
6804,16.7,29.4,verified autonomous action
6805,16.7,29.4,verified autonomous action
6806,16.7,29.4,verified autonomous action
6807,16.7,29.4,verified autonomous action
6808,16.7,29.4,verified autonomous action
6809,16.7,29.4,verified autonomous action
6810,16.7,29.4,verified autonomous action
6811,16.7,29.4,verified autonomous action
6812,16.7,29.4,verified autonomous action
6813,16.7,29.4,verified autonomous action
6814,16.7,29.4,verified autonomous action
6815,16.7,29.4,verified autonomous action
6816,16.7,29.4,verified autonomous action
6817,16.7,29.4,verified autonomous action
6818,16.7,29.4,verified autonomous action
6819,16.7,29.4,verified autonomous action
6820,16.7,29.4,verified autonomous action
6821,16.7,29.4,verified autonomous action
6822,16.7,29.4,verified autonomous action
6823,16.7,29.4,verified autonomous action
6824,16.7,29.4,verified autonomous action
6825,16.7,29.4,verified autonomous action
6826,16.7,29.4,verified autonomous action
6827,16.7,29.4,verified autonomous action
6828,16.7,29.4,verified autonomous action
6829,16.7,29.4,verified autonomous action
6830,16.7,29.4,verified autonomous action
6831,16.7,29.4,verified autonomous action
6832,16.7,29.4,verified autonomous action
6833,16.7,29.4,verified autonomous action
6834,16.7,29.4,verified autonomous action
6835,16.7,29.4,verified autonomous action
6836,16.7,29.4,verified autonomous action
6837,16.7,29.4,verified autonomous action
6838,16.7,29.4,verified autonomous action
6839,16.7,29.4,verified autonomous action
6840,16.7,29.4,verified autonomous action
6841,16.7,29.4,verified autonomous action
6842,16.7,29.4,verified autonomous action
6843,16.7,29.4,verified autonomous action
6844,16.7,29.4,verified autonomous action
6845,16.7,29.4,verified autonomous action
6846,16.7,29.4,verified autonomous action
6847,16.7,29.4,verified autonomous action
6848,16.7,29.4,verified autonomous action
6849,16.7,29.4,verified autonomous action
6850,16.7,29.4,verified autonomous action
6851,16.7,29.4,verified autonomous action
6852,16.7,29.4,verified autonomous action
6853,16.7,29.4,verified autonomous action
6854,16.7,29.4,verified autonomous action
6855,16.7,29.4,verified autonomous action
6856,16.7,29.4,verified autonomous action
6857,16.7,29.4,verified autonomous action
6858,16.7,29.4,verified autonomous action
6859,22.0,24.0,verified autonomous action
6860,22.0,24.0,verified autonomous action
6861,22.0,24.0,verified autonomous action
6862,22.0,24.0,verified autonomous action
6863,22.0,24.0,verified autonomous action
6864,22.0,24.0,verified autonomous action
6865,22.0,24.0,verified autonomous action
6866,22.0,24.0,verified autonomous action
6867,22.0,24.0,verified autonomous action
6868,22.0,24.0,verified autonomous action
6869,22.0,24.0,verified autonomous action
6870,22.0,24.0,verified autonomous action
6871,22.0,24.0,verified autonomous action
6872,22.0,24.0,verified autonomous action
6873,16.7,29.4,verified autonomous action
6874,16.7,29.4,verified autonomous action
6875,16.7,29.4,verified autonomous action
6876,16.7,29.4,verified autonomous action
6877,16.7,29.4,verified autonomous action
6878,16.7,29.4,verified autonomous action
6879,16.7,29.4,verified autonomous action
6880,16.7,29.4,verified autonomous action
6881,16.7,29.4,verified autonomous action
6882,16.7,29.4,verified autonomous action
6883,16.7,29.4,verified autonomous action
6884,22.0,24.0,verified autonomous action
6885,22.0,24.0,verified autonomous action
6886,22.0,24.0,verified autonomous action
6887,22.0,24.0,verified autonomous action
6888,22.0,24.0,verified autonomous action
6889,22.0,24.0,verified autonomous action
6890,22.0,24.0,verified autonomous action
6891,22.0,24.0,verified autonomous action
6892,22.0,24.0,verified autonomous action
6893,22.0,24.0,verified autonomous action
6894,22.0,24.0,verified autonomous action
6895,22.0,24.0,verified autonomous action
6896,22.0,24.0,verified autonomous action
6897,22.0,24.0,verified autonomous action
6898,16.7,29.4,verified autonomous action
6899,16.7,29.4,verified autonomous action
6900,16.7,29.4,verified autonomous action
6901,16.7,29.4,verified autonomous action
6902,16.7,29.4,verified autonomous action
6903,16.7,29.4,verified autonomous action
6904,16.7,29.4,verified autonomous action
6905,16.7,29.4,verified autonomous action
6906,16.7,29.4,verified autonomous action
6907,16.7,29.4,verified autonomous action
6908,22.0,24.0,verified autonomous action
6909,22.0,24.0,verified autonomous action
6910,22.0,24.0,verified autonomous action
6911,22.0,24.0,verified autonomous action
6912,22.0,24.0,verified autonomous action
6913,22.0,24.0,verified autonomous action
6914,22.0,24.0,verified autonomous action
6915,22.0,24.0,verified autonomous action
6916,22.0,24.0,verified autonomous action
6917,22.0,24.0,verified autonomous action
6918,22.0,24.0,verified autonomous action
6919,22.0,24.0,verified autonomous action
6920,22.0,24.0,verified autonomous action
6921,22.0,24.0,verified autonomous action
6922,16.7,29.4,verified autonomous action
6923,16.7,29.4,verified autonomous action
6924,16.7,29.4,verified autonomous action
6925,16.7,29.4,verified autonomous action
6926,16.7,29.4,verified autonomous action
6927,16.7,29.4,verified autonomous action
6928,16.7,29.4,verified autonomous action
6929,16.7,29.4,verified autonomous action
6930,16.7,29.4,verified autonomous action
6931,16.7,29.4,verified autonomous action
6932,22.0,24.0,verified autonomous action
6933,22.0,24.0,verified autonomous action
6934,22.0,24.0,verified autonomous action
6935,22.0,24.0,verified autonomous action
6936,22.0,24.0,verified autonomous action
6937,22.0,24.0,verified autonomous action
6938,22.0,24.0,verified autonomous action
6939,22.0,24.0,verified autonomous action
6940,22.0,24.0,verified autonomous action
6941,22.0,24.0,verified autonomous action
6942,22.0,24.0,verified autonomous action
6943,22.0,24.0,verified autonomous action
6944,22.0,24.0,verified autonomous action
6945,22.0,24.0,verified autonomous action
6946,16.7,29.4,verified autonomous action
6947,16.7,29.4,verified autonomous action
6948,16.7,29.4,verified autonomous action
